quantidade,data_do_pedido,status,tipo_do_produto,comprador,pais_do_comprador,valor_do_pedido
39,29/05/2022,Cancelada,Carros Clássicos,Souveniers And Things Co.,Austrália,234
31,31/05/2022,Cancelada,Carros Clássicos,La Rochelle Gifts,França,186
38,31/05/2022,Cancelada,Carros Clássicos,La Rochelle Gifts,França,228
28,31/05/2022,Cancelada,Carros Clássicos,La Rochelle Gifts,França,168
28,31/05/2022,Cancelada,Carros Clássicos,La Rochelle Gifts,França,168
55,31/05/2022,Cancelada,Carros Clássicos,La Rochelle Gifts,França,330
42,29/01/2020,Concluída,Carros Clássicos,Baane Mini Imports,Noruega,252
42,29/01/2020,Concluída,Carros Clássicos,Baane Mini Imports,Noruega,252
26,29/01/2020,Concluída,Carros Clássicos,Baane Mini Imports,Noruega,156
41,11/02/2020,Concluída,Carros Clássicos,Danish Wholesale Imports,Dinamarca,246
29,11/02/2020,Concluída,Carros Clássicos,Danish Wholesale Imports,Dinamarca,174
50,11/02/2020,Concluída,Carros Clássicos,Danish Wholesale Imports,Dinamarca,300
39,03/03/2020,Concluída,Carros Clássicos,Cruz & Sons Co.,Filipinas,234
45,03/03/2020,Concluída,Carros Clássicos,Cruz & Sons Co.,Filipinas,270
30,03/03/2020,Concluída,Carros Clássicos,Cruz & Sons Co.,Filipinas,180
33,03/03/2020,Concluída,Carros Clássicos,Cruz & Sons Co.,Filipinas,198
26,03/03/2020,Concluída,Carros Clássicos,Cruz & Sons Co.,Filipinas,156
38,03/03/2020,Concluída,Carros Clássicos,Cruz & Sons Co.,Filipinas,228
44,03/03/2020,Concluída,Carros Clássicos,Cruz & Sons Co.,Filipinas,264
29,03/03/2020,Concluída,Carros Clássicos,Cruz & Sons Co.,Filipinas,174
36,03/03/2020,Concluída,Carros Clássicos,Cruz & Sons Co.,Filipinas,216
40,03/03/2020,Concluída,Carros Clássicos,Cruz & Sons Co.,Filipinas,240
31,03/03/2020,Concluída,Carros Clássicos,Cruz & Sons Co.,Filipinas,186
37,18/03/2020,Concluída,Carros Clássicos,AV Stores Co.,Reino Unido,222
43,18/03/2020,Concluída,Carros Clássicos,AV Stores Co.,Reino Unido,258
29,18/03/2020,Concluída,Carros Clássicos,AV Stores Co.,Reino Unido,174
36,18/03/2020,Concluída,Carros Clássicos,AV Stores Co.,Reino Unido,216
42,18/03/2020,Concluída,Carros Clássicos,AV Stores Co.,Reino Unido,252
37,18/03/2020,Concluída,Carros Clássicos,AV Stores Co.,Reino Unido,222
46,18/03/2020,Concluída,Carros Clássicos,AV Stores Co.,Reino Unido,276
27,18/03/2020,Concluída,Carros Clássicos,AV Stores Co.,Reino Unido,162
29,24/03/2020,Concluída,Carros Clássicos,Volvo Model Replicas Co.,Suécia,174
22,16/04/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,132
39,16/04/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,234
33,16/04/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,198
43,16/04/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,258
46,28/04/2020,Concluída,Carros Clássicos,Salzburg Collectables,Áustria,276
22,28/05/2020,Concluída,Carros Clássicos,Corrida Auto Replicas Ltd,Espanha,132
38,28/05/2020,Concluída,Carros Clássicos,Corrida Auto Replicas Ltd,Espanha,228
45,28/05/2020,Concluída,Carros Clássicos,Corrida Auto Replicas Ltd,Espanha,270
33,12/06/2020,Concluída,Carros Clássicos,Stylish Desk Decors Co.,Reino Unido,198
20,01/08/2020,Concluída,Carros Clássicos,Suominen Souveniers,Finlândia,120
39,01/08/2020,Concluída,Carros Clássicos,Suominen Souveniers,Finlândia,234
34,01/08/2020,Concluída,Carros Clássicos,Suominen Souveniers,Finlândia,204
21,01/08/2020,Concluída,Carros Clássicos,Suominen Souveniers,Finlândia,126
40,01/08/2020,Concluída,Carros Clássicos,Suominen Souveniers,Finlândia,240
27,11/09/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,162
28,11/09/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,168
31,11/09/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,186
27,11/09/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,162
25,11/09/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,150
21,11/09/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,126
32,11/09/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,192
23,11/09/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,138
47,11/09/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,282
34,11/09/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,204
29,11/09/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,174
25,11/09/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,150
47,11/09/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,282
20,19/09/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,120
45,19/09/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,270
20,19/09/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,120
30,21/09/2020,Concluída,Carros Clássicos,Oulu Toy Supplies Inc..,Finlândia,180
43,21/09/2020,Concluída,Carros Clássicos,Oulu Toy Supplies Inc..,Finlândia,258
21,21/09/2020,Concluída,Carros Clássicos,Oulu Toy Supplies Inc..,Finlândia,126
35,25/09/2020,Concluída,Carros Clássicos,Australian Gift Network Co.,Austrália,210
23,25/09/2020,Concluída,Carros Clássicos,Australian Gift Network Co.,Austrália,138
25,25/09/2020,Concluída,Carros Clássicos,Australian Gift Network Co.,Austrália,150
32,06/10/2020,Concluída,Carros Clássicos,Toys of Finland Co.,Finlândia,192
43,17/10/2020,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,258
37,17/10/2020,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,222
25,17/10/2020,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,150
36,17/10/2020,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,216
48,17/10/2020,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,288
25,17/10/2020,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,150
20,17/10/2020,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,120
23,17/10/2020,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,138
30,17/10/2020,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,180
20,17/10/2020,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,120
28,17/10/2020,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,168
23,17/10/2020,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,138
27,22/10/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,162
24,22/10/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,144
47,22/10/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,282
34,22/10/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,204
44,22/10/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,264
27,22/10/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,162
29,22/10/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,174
28,22/10/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,168
25,22/10/2020,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,150
33,04/11/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,198
34,04/11/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,204
30,04/11/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,180
36,04/11/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,216
32,04/11/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,192
24,04/11/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,144
36,04/11/2020,Concluída,Carros Clássicos,Anna's Decorations Ltd,Austrália,216
20,04/11/2020,Concluída,Carros Clássicos,Mini Auto Werke,Áustria,120
34,04/11/2020,Concluída,Carros Clássicos,Mini Auto Werke,Áustria,204
47,04/11/2020,Concluída,Carros Clássicos,Mini Auto Werke,Áustria,282
41,04/11/2020,Concluída,Carros Clássicos,Mini Auto Werke,Áustria,246
35,05/11/2020,Concluída,Carros Clássicos,Quebec Home Shopping Network,Canada,210
35,05/11/2020,Concluída,Carros Clássicos,Quebec Home Shopping Network,Canada,210
36,05/11/2020,Concluída,Carros Clássicos,Quebec Home Shopping Network,Canada,216
39,05/11/2020,Concluída,Carros Clássicos,Quebec Home Shopping Network,Canada,234
23,05/11/2020,Concluída,Carros Clássicos,Rovelli Gifts,Itália,138
39,05/11/2020,Concluída,Carros Clássicos,Rovelli Gifts,Itália,234
34,06/11/2020,Concluída,Carros Clássicos,Australian Gift Network Co.,Austrália,204
42,06/11/2020,Concluída,Carros Clássicos,Stylish Desk Decors Co.,Reino Unido,252
29,06/11/2020,Concluída,Carros Clássicos,Stylish Desk Decors Co.,Reino Unido,174
33,06/11/2020,Concluída,Carros Clássicos,Stylish Desk Decors Co.,Reino Unido,198
37,06/11/2020,Concluída,Carros Clássicos,Stylish Desk Decors Co.,Reino Unido,222
36,06/11/2020,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,216
33,06/11/2020,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,198
20,06/11/2020,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,120
50,06/11/2020,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,300
27,06/11/2020,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,162
29,06/11/2020,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,174
47,06/11/2020,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,282
37,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,222
36,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,216
39,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,234
21,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,126
42,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,252
22,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,132
20,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,120
23,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,138
45,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,270
44,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,264
27,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,162
27,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,162
34,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,204
28,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,168
22,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,132
30,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,180
25,12/11/2020,Concluída,Carros Clássicos,Herkku Gifts,Noruega,150
46,14/11/2020,Concluída,Carros Clássicos,Iberia Gift Imports Corp.,Espanha,276
49,14/11/2020,Concluída,Carros Clássicos,Iberia Gift Imports Corp.,Espanha,294
28,14/11/2020,Concluída,Carros Clássicos,Iberia Gift Imports Corp.,Espanha,168
31,14/11/2020,Concluída,Carros Clássicos,Iberia Gift Imports Corp.,Espanha,186
42,14/11/2020,Concluída,Carros Clássicos,Iberia Gift Imports Corp.,Espanha,252
26,14/11/2020,Concluída,Carros Clássicos,Double Decker Gift Stores Ltd,Reino Unido,156
36,20/11/2020,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,216
40,20/11/2020,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,240
32,20/11/2020,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,192
21,20/11/2020,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,126
23,20/11/2020,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,138
44,20/11/2020,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,264
48,20/11/2020,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,288
30,20/11/2020,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,180
25,21/11/2020,Concluída,Carros Clássicos,Australian Collectables Ltd,Austrália,150
45,26/11/2020,Concluída,Carros Clássicos,Enaco Distributors,Espanha,270
47,05/12/2020,Concluída,Carros Clássicos,Canadian Gift Exchange Network,Canada,282
33,05/12/2020,Concluída,Carros Clássicos,Canadian Gift Exchange Network,Canada,198
27,22/01/2021,Concluída,Carros Clássicos,Double Decker Gift Stores Ltd,Reino Unido,162
25,22/01/2021,Concluída,Carros Clássicos,Double Decker Gift Stores Ltd,Reino Unido,150
31,04/02/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,186
48,04/02/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,288
37,12/02/2021,Concluída,Carros Clássicos,Clover Collections Co.,Irlanda,222
50,12/02/2021,Concluída,Carros Clássicos,Clover Collections Co.,Irlanda,300
32,12/02/2021,Concluída,Carros Clássicos,Clover Collections Co.,Irlanda,192
26,12/02/2021,Concluída,Carros Clássicos,Clover Collections Co.,Irlanda,156
30,12/02/2021,Concluída,Carros Clássicos,Clover Collections Co.,Irlanda,180
27,12/02/2021,Concluída,Carros Clássicos,Clover Collections Co.,Irlanda,162
37,22/02/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,222
35,22/02/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,210
25,22/02/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,150
32,22/02/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,192
27,22/02/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,162
46,22/02/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,276
40,22/02/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,240
37,22/02/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,222
27,22/02/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,162
42,22/02/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,252
43,22/02/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,258
47,22/02/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,282
21,22/02/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,126
24,22/02/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,144
36,15/03/2021,Concluída,Carros Clássicos,Blauer See Auto Co.,Alemanha,216
43,15/03/2021,Concluída,Carros Clássicos,Blauer See Auto Co.,Alemanha,258
42,15/03/2021,Concluída,Carros Clássicos,Blauer See Auto Co.,Alemanha,252
49,15/03/2021,Concluída,Carros Clássicos,Blauer See Auto Co.,Alemanha,294
45,15/03/2021,Concluída,Carros Clássicos,Blauer See Auto Co.,Alemanha,270
42,19/03/2021,Concluída,Carros Clássicos,CAF Imports,Espanha,252
49,19/03/2021,Concluída,Carros Clássicos,CAF Imports,Espanha,294
44,09/04/2021,Concluída,Carros Clássicos,Danish Wholesale Imports,Dinamarca,264
22,09/04/2021,Concluída,Carros Clássicos,Danish Wholesale Imports,Dinamarca,132
47,09/04/2021,Concluída,Carros Clássicos,Danish Wholesale Imports,Dinamarca,282
28,09/04/2021,Concluída,Carros Clássicos,Danish Wholesale Imports,Dinamarca,168
41,09/04/2021,Concluída,Carros Clássicos,Danish Wholesale Imports,Dinamarca,246
49,09/04/2021,Concluída,Carros Clássicos,Danish Wholesale Imports,Dinamarca,294
29,09/04/2021,Concluída,Carros Clássicos,Danish Wholesale Imports,Dinamarca,174
20,09/04/2021,Concluída,Carros Clássicos,Danish Wholesale Imports,Dinamarca,120
21,12/04/2021,Concluída,Carros Clássicos,Oulu Toy Supplies Inc..,Finlândia,126
20,12/04/2021,Concluída,Carros Clássicos,Oulu Toy Supplies Inc..,Finlândia,120
29,12/04/2021,Concluída,Carros Clássicos,Oulu Toy Supplies Inc..,Finlândia,174
47,12/04/2021,Concluída,Carros Clássicos,Oulu Toy Supplies Inc..,Finlândia,282
46,12/04/2021,Concluída,Carros Clássicos,Oulu Toy Supplies Inc..,Finlândia,276
37,13/04/2021,Concluída,Carros Clássicos,Osaka Souveniers Co.,Japão,222
37,13/04/2021,Concluída,Carros Clássicos,Osaka Souveniers Co.,Japão,222
41,13/04/2021,Concluída,Carros Clássicos,Osaka Souveniers Co.,Japão,246
27,05/05/2021,Concluída,Carros Clássicos,Suominen Souveniers,Finlândia,162
48,05/05/2021,Concluída,Carros Clássicos,Suominen Souveniers,Finlândia,288
25,05/05/2021,Concluída,Carros Clássicos,Suominen Souveniers,Finlândia,150
44,05/05/2021,Concluída,Carros Clássicos,Suominen Souveniers,Finlândia,264
32,15/06/2021,Concluída,Carros Clássicos,Tokyo Collectables Ltd,Japão,192
45,15/06/2021,Concluída,Carros Clássicos,Tokyo Collectables Ltd,Japão,270
30,15/06/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,180
27,15/06/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,162
28,15/06/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,168
26,15/06/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,156
31,15/06/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,186
27,17/06/2021,Concluída,Carros Clássicos,Quebec Home Shopping Network,Canada,162
45,02/07/2021,Concluída,Carros Clássicos,Australian Collectables Ltd,Austrália,270
49,02/07/2021,Concluída,Carros Clássicos,Australian Collectables Ltd,Austrália,294
47,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,282
33,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,198
33,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,198
35,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,210
24,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,144
20,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,120
40,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,240
34,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,204
49,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,294
22,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,132
29,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,174
21,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,126
44,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,264
28,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,168
36,06/07/2021,Concluída,Carros Clássicos,L'ordine Souveniers,Itália,216
21,19/07/2021,Concluída,Carros Clássicos,Souveniers And Things Co.,Austrália,126
32,19/07/2021,Concluída,Carros Clássicos,Souveniers And Things Co.,Austrália,192
46,19/07/2021,Concluída,Carros Clássicos,Souveniers And Things Co.,Austrália,276
30,21/07/2021,Concluída,Carros Clássicos,Petit Auto,Bélgica,180
28,04/08/2021,Concluída,Carros Clássicos,Dragon Souveniers Ltd.,Singapura,168
34,17/08/2021,Concluída,Carros Clássicos,Amica Models & Co.,Itália,204
25,20/08/2021,Concluída,Carros Clássicos,Royal Canadian Collectables Ltd.,Canada,150
23,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,138
43,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,258
45,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,270
27,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,162
34,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,204
44,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,264
44,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,264
40,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,240
41,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,246
21,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,126
41,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,246
20,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,120
24,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,144
36,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,216
36,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,216
36,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,216
40,30/08/2021,Concluída,Carros Clássicos,Vida Sport Ltd,Suíça,240
20,01/09/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,120
23,01/09/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,138
36,01/09/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,216
50,01/09/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,300
41,01/09/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,246
35,01/09/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,210
48,01/09/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,288
34,01/09/2021,Concluída,Carros Clássicos,Handji Gifts& Co,Singapura,204
28,08/09/2021,Concluída,Carros Clássicos,Scandinavian Gift Ideas,Suécia,168
37,08/09/2021,Concluída,Carros Clássicos,Scandinavian Gift Ideas,Suécia,222
30,08/09/2021,Concluída,Carros Clássicos,Scandinavian Gift Ideas,Suécia,180
24,09/09/2021,Concluída,Carros Clássicos,Amica Models & Co.,Itália,144
46,09/09/2021,Concluída,Carros Clássicos,Amica Models & Co.,Itália,276
45,09/09/2021,Concluída,Carros Clássicos,Amica Models & Co.,Itália,270
49,30/09/2021,Concluída,Carros Clássicos,Toys of Finland Co.,Finlândia,294
32,30/09/2021,Concluída,Carros Clássicos,Toys of Finland Co.,Finlândia,192
22,04/10/2020,Concluída,Carros Clássicos,Blauer See Auto Co.,Alemanha,132
29,04/10/2020,Concluída,Carros Clássicos,Blauer See Auto Co.,Alemanha,174
49,04/10/2020,Concluída,Carros Clássicos,Blauer See Auto Co.,Alemanha,294
23,04/10/2020,Concluída,Carros Clássicos,Blauer See Auto Co.,Alemanha,138
33,04/10/2020,Concluída,Carros Clássicos,Blauer See Auto Co.,Alemanha,198
31,04/10/2020,Concluída,Carros Clássicos,Blauer See Auto Co.,Alemanha,186
41,04/10/2020,Concluída,Carros Clássicos,Blauer See Auto Co.,Alemanha,246
23,04/10/2020,Concluída,Carros Clássicos,Blauer See Auto Co.,Alemanha,138
22,05/10/2020,Concluída,Carros Clássicos,Norway Gifts By Mail Co.,Noruega,132
37,05/10/2020,Concluída,Carros Clássicos,Norway Gifts By Mail Co.,Noruega,222
48,05/10/2020,Concluída,Carros Clássicos,Norway Gifts By Mail Co.,Noruega,288
23,05/10/2020,Concluída,Carros Clássicos,Norway Gifts By Mail Co.,Noruega,138
27,05/10/2020,Concluída,Carros Clássicos,Norway Gifts By Mail Co.,Noruega,162
22,05/10/2020,Concluída,Carros Clássicos,Norway Gifts By Mail Co.,Noruega,132
47,05/10/2020,Concluída,Carros Clássicos,Norway Gifts By Mail Co.,Noruega,282
22,05/10/2020,Concluída,Carros Clássicos,Norway Gifts By Mail Co.,Noruega,132
50,05/10/2020,Concluída,Carros Clássicos,Norway Gifts By Mail Co.,Noruega,300
32,05/10/2020,Concluída,Carros Clássicos,Norway Gifts By Mail Co.,Noruega,192
39,05/10/2020,Concluída,Carros Clássicos,Norway Gifts By Mail Co.,Noruega,234
23,06/10/2020,Concluída,Carros Clássicos,UK Collectables Ltd.,Reino Unido,138
48,06/10/2020,Concluída,Carros Clássicos,UK Collectables Ltd.,Reino Unido,288
45,06/10/2020,Concluída,Carros Clássicos,UK Collectables Ltd.,Reino Unido,270
49,06/10/2020,Concluída,Carros Clássicos,UK Collectables Ltd.,Reino Unido,294
31,14/10/2021,Concluída,Carros Clássicos,AV Stores Co.,Reino Unido,186
34,14/10/2021,Concluída,Carros Clássicos,AV Stores Co.,Reino Unido,204
20,14/10/2021,Concluída,Carros Clássicos,AV Stores Co.,Reino Unido,120
23,14/10/2021,Concluída,Carros Clássicos,AV Stores Co.,Reino Unido,138
25,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,150
27,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,162
37,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,222
48,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,288
45,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,270
49,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,294
40,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,240
20,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,120
38,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,228
49,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,294
49,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,294
33,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,198
24,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,144
33,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,198
24,16/10/2021,Concluída,Carros Clássicos,Toms Spezialitten Ltd,Alemanha,144
30,22/10/2021,Concluída,Carros Clássicos,Canadian Gift Exchange Network,Canada,180
40,22/10/2021,Concluída,Carros Clássicos,Canadian Gift Exchange Network,Canada,240
25,22/10/2021,Concluída,Carros Clássicos,Canadian Gift Exchange Network,Canada,150
46,22/10/2021,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,276
39,22/10/2021,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,234
36,22/10/2021,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,216
38,22/10/2021,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,228
44,22/10/2021,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,264
29,22/10/2021,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,174
42,22/10/2021,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,252
38,22/10/2021,Concluída,Carros Clássicos,Heintze Collectables,Dinamarca,228
33,01/11/2021,Concluída,Carros Clássicos,giftsbymail.co.uk,Reino Unido,198
38,03/11/2021,Concluída,Carros Clássicos,Volvo Model Replicas Co.,Suécia,228
35,03/11/2021,Concluída,Carros Clássicos,Volvo Model Replicas Co.,Suécia,210
25,03/11/2021,Concluída,Carros Clássicos,Volvo Model Replicas Co.,Suécia,150
31,03/11/2021,Concluída,Carros Clássicos,Volvo Model Replicas Co.,Suécia,186
26,03/11/2021,Concluída,Carros Clássicos,Volvo Model Replicas Co.,Suécia,156
